order_id,sku,qty,unit_price
1039,A-01,3,37.62
1039,A-04,1,56.91
1040,A-10,1,97.07
1040,A-19,1,103.14
1040,A-19,1,106.39
1040,A-06,1,12.28
1041,A-11,1,13.99
1041,A-20,1,115.52
1041,A-19,1,107.11
1042,A-19,2,103.9
1042,A-12,1,60.17
1042,A-02,1,23.45
1043,A-01,1,36.86
1043,A-16,1,36.73
1043,A-12,2,59.23
1044,A-07,1,113.06
1044,A-12,2,63.68
1044,A-07,2,108.76
1045,A-17,2,109.77
1045,A-05,2,77.38
1046,A-06,1,15.62
1046,A-19,2,109.0
1046,A-18,1,19.35
1046,A-06,2,17.09
1046,A-13,1,76.46
1047,A-03,2,25.92
1047,A-15,2,95.9
1047,A-03,2,23.71
1047,A-02,1,19.63
1047,A-01,1,37.42
1048,A-07,2,107.73
1048,A-02,1,21.97
1049,A-15,1,99.69
1049,A-10,1,102.76
1049,A-19,2,105.16
1050,A-02,1,19.35
1050,A-04,1,54.14
1051,A-01,1,37.11
1051,A-11,1,13.31
1052,A-08,2,88.03
1052,A-14,1,102.47
1052,A-01,1,38.2
1052,A-17,1,119.57
1052,A-05,2,77.07
1053,A-18,2,20.51
1053,A-10,1,95.42
1053,A-13,2,83.68
1053,A-17,1,113.42
1053,A-18,1,19.29
1054,A-05,3,69.11
1054,A-19,1,98.68
1054,A-20,2,116.09
1054,A-14,1,102.38
1055,A-11,3,15.09
1055,A-17,2,107.55
1055,A-03,1,23.99
1056,A-01,1,37.97
1056,A-17,1,117.59
1056,A-10,1,101.16
1056,A-16,1,39.29
1056,A-16,1,36.69
1057,A-20,1,122.49
1057,A-04,2,58.49
1057,A-11,2,15.24
1058,A-16,1,34.79
1058,A-04,1,52.83
1058,A-08,1,93.63
1058,A-02,2,22.15
1059,A-08,1,95.28
1059,A-02,1,19.5
1059,A-04,2,54.2
1059,A-14,2,97.98
1060,A-19,1,107.34
1060,A-08,1,93.02
1060,A-07,1,114.8
1060,A-16,1,35.61
1060,A-19,1,103.8
1061,A-08,2,90.16
1061,A-11,1,14.29
1061,A-06,1,15.42
1061,A-08,1,90.16
1061,A-10,1,101.36
1062,A-01,1,38.48
1062,A-12,1,57.86
1062,A-07,3,114.26
1063,A-10,1,100.85
1064,A-19,1,106.41
1064,A-11,1,11.1
1064,A-12,2,63.29
1064,A-09,1,70.78
1064,A-02,1,18.54
1065,A-07,2,115.6
1065,A-09,2,74.31
1065,A-01,1,38.41
1065,A-06,1,13.37
1066,A-10,1,100.78
1066,A-08,1,84.39
1066,A-06,1,13.33
1067,A-20,2,114.16
1068,A-20,1,114.53
1069,A-11,1,11.36
1069,A-02,2,19.67
1070,A-02,1,20.72
1071,A-19,1,105.36
1071,A-18,1,18.89
1071,A-18,1,18.08
1072,A-17,1,113.7
1072,A-11,2,11.48
1072,A-02,2,20.12
1072,A-04,1,53.71
1073,A-12,2,59.8
1074,A-16,1,35.83
1075,A-19,1,105.31
1075,A-03,1,23.01
1075,A-08,1,93.11
1075,A-12,1,60.19
1075,A-02,1,23.69
1076,A-13,1,78.5
1076,A-05,1,71.31
1076,A-11,2,13.27
1076,A-10,2,96.69
1076,A-20,1,120.35
1077,A-06,1,14.13
1077,A-01,1,38.71
1077,A-04,1,54.29
1077,A-11,2,13.68
1077,A-12,1,59.19
1078,A-12,1,59.93
1079,A-16,2,38.57
1079,A-01,1,38.5
1079,A-09,2,70.07
1079,A-12,2,62.39
1079,A-05,1,76.22
1080,A-19,1,102.37
1080,A-10,1,98.04
1080,A-11,3,13.25
1080,A-15,2,94.72
1080,A-06,1,13.71
1081,A-04,1,54.44
1081,A-05,2,74.01
1082,A-02,2,23.84
1083,A-18,1,17.0
1083,A-15,1,99.26
1083,A-10,1,96.77
1083,A-16,3,37.19
1083,A-12,2,61.74
1084,A-17,2,112.5
1084,A-06,1,13.67
1085,A-17,2,112.82
1085,A-08,3,90.77
1086,A-11,2,16.23
1086,A-02,2,22.05
1086,A-17,1,105.19
1087,A-03,1,21.65
1087,A-17,1,105.73
1087,A-18,2,21.28
1087,A-18,1,19.63
1088,A-16,1,38.75
1088,A-05,2,71.4
1088,A-15,1,93.38
1088,A-17,1,112.68
1089,A-12,1,62.55
1090,A-02,1,18.53
1090,A-02,1,20.75
1090,A-05,1,71.8
1091,A-08,1,88.32
1091,A-01,1,38.36
1091,A-17,1,114.42
1092,A-08,1,92.53
1092,A-06,1,12.93
1092,A-11,2,15.56
1092,A-19,2,105.71
1092,A-04,1,56.37
1093,A-18,3,19.48
1093,A-15,1,92.84
1093,A-06,1,14.49
1093,A-19,1,100.24
1093,A-01,1,39.19
1094,A-02,1,22.29
1094,A-16,2,38.71
1094,A-06,2,17.2
1094,A-19,2,109.58
1094,A-13,2,77.53
1095,A-19,2,104.27
1095,A-17,3,114.72
1095,A-05,1,72.82
1095,A-07,1,111.29
1096,A-18,1,18.85
1096,A-10,2,99.08
1096,A-19,1,102.06
1096,A-12,1,59.69
1096,A-18,2,21.57
1097,A-19,2,107.51
1097,A-13,1,75.75
1097,A-12,1,58.99
1098,A-16,1,36.16
1098,A-14,2,102.88
1099,A-12,1,60.48
1099,A-08,2,89.75
1100,A-09,1,71.94
1100,A-09,1,74.21
1100,A-14,2,109.02
1101,A-12,2,61.53
1101,A-02,1,20.15
1101,A-11,1,11.86
1101,A-14,1,96.63
1102,A-10,1,100.53
1102,A-05,2,77.02
1102,A-12,1,62.0
1102,A-18,1,20.19
1103,A-19,1,106.47
1104,A-06,2,13.36
1104,A-13,1,77.14
1105,A-03,1,24.23
1105,A-10,1,103.9
1105,A-19,1,100.8
1106,A-10,1,105.23
1106,A-07,1,110.61
1106,A-17,1,114.2
1106,A-20,3,116.42
1107,A-04,2,52.58
1107,A-05,1,71.71
1107,A-08,1,88.83
1108,A-03,1,23.17
1109,A-13,1,77.98
1109,A-20,1,115.97
1110,A-03,2,23.44
1110,A-03,1,20.69
1110,A-12,2,60.69
1111,A-03,1,21.45
1111,A-03,1,21.74
1111,A-05,1,77.35
1111,A-11,1,14.83
1111,A-07,1,112.4
1112,A-02,1,20.6
1112,A-18,2,19.78
1112,A-16,2,36.24
1112,A-12,1,60.35
1113,A-08,1,90.39
1113,A-05,1,73.57
1113,A-17,1,107.28
1113,A-20,1,114.75
1113,A-01,1,40.57
1114,A-16,1,37.83
1115,A-02,1,21.94
1115,A-02,2,20.34
1115,A-13,2,75.91
1116,A-13,1,77.92
1116,A-07,1,115.0
1117,A-15,1,94.67
1117,A-16,2,38.12
1118,A-07,2,108.45
1118,A-04,1,51.91
1118,A-03,1,20.84
1119,A-11,1,11.74
1119,A-15,2,95.85
1119,A-18,2,17.25
1119,A-01,1,39.71
1120,A-10,1,98.18
1120,A-05,2,70.13
1120,A-09,1,74.72
1120,A-02,2,22.3
1121,A-06,1,16.2
1121,A-12,1,57.67
1122,A-03,1,22.76
1122,A-20,2,114.69
1122,A-15,1,98.45
1122,A-13,2,76.83
1122,A-16,1,34.82
1123,A-08,1,92.45
1123,A-19,1,102.86
1123,A-20,2,117.01
1123,A-08,1,90.48
1123,A-14,1,98.8
1124,A-08,1,89.12
1125,A-01,1,39.18
1125,A-09,1,74.29
1125,A-13,1,80.16
1125,A-19,1,108.33
1125,A-17,3,114.62
1126,A-10,1,103.22
1126,A-20,1,110.9
1127,A-02,1,21.35
1127,A-18,1,19.63
1127,A-02,1,22.45
1127,A-12,2,58.7
1127,A-05,1,72.4
1128,A-01,1,39.28
1128,A-10,2,101.63
1128,A-03,1,22.0
1128,A-04,1,54.73
1128,A-16,2,38.77
1129,A-03,3,22.18
1129,A-13,1,80.37
1129,A-10,2,101.74
1129,A-11,1,12.32
1129,A-18,1,17.82
1130,A-01,1,39.96
1130,A-03,2,20.7
1130,A-16,1,37.67
1130,A-04,1,56.98
1130,A-16,1,34.97
1131,A-04,1,54.34
1131,A-12,1,57.62
1131,A-07,1,106.78
1131,A-15,1,92.59
1131,A-07,1,119.65
1132,A-07,2,111.88
1132,A-15,1,96.54
1133,A-16,1,36.27
1133,A-04,1,51.78
1134,A-10,1,98.47
1135,A-17,1,111.57
1135,A-05,2,78.56
1135,A-13,1,74.36
1136,A-15,1,91.99
1136,A-04,1,53.89
1137,A-19,1,107.72
1137,A-18,1,18.93
1137,A-10,2,101.58
1138,A-06,1,16.87
1139,A-05,2,71.66
1139,A-08,1,90.44
1139,A-12,1,58.32
1139,A-02,1,20.83
1140,A-02,3,23.25
1141,A-19,1,106.92
1141,A-13,2,75.34
1141,A-07,2,110.33
1141,A-12,1,57.94
1142,A-12,2,59.01
1142,A-10,1,97.02
1143,A-13,2,79.61
1143,A-03,1,22.76
1143,A-06,1,12.52
1144,A-04,2,57.78
1144,A-08,1,93.73
1144,A-20,1,113.72
1144,A-14,1,104.64
1144,A-12,1,58.92
1145,A-08,1,96.4
1145,A-19,1,103.78
1145,A-18,2,20.31
1146,A-12,1,58.81
1146,A-08,1,90.99
1147,A-01,1,40.88
1147,A-11,1,11.19
1147,A-01,1,34.83
1147,A-11,2,13.88
1147,A-18,2,21.38
1148,A-09,1,70.93
1148,A-08,2,89.65
1148,A-10,1,102.51
1149,A-16,1,36.83
1149,A-07,1,118.08
1149,A-08,1,91.06
1150,A-02,2,21.06
1150,A-13,1,75.28
1150,A-02,2,23.49
1150,A-19,2,101.1
1151,A-07,1,108.78
1151,A-09,2,74.05
1152,A-01,1,41.29
1152,A-18,2,18.25
1152,A-12,1,58.41
1152,A-13,1,75.25
1152,A-09,1,72.28
1153,A-02,2,21.86
1153,A-06,1,14.74
1154,A-09,2,70.53
1154,A-06,2,15.14
1155,A-04,1,54.56
1155,A-13,1,76.18
1155,A-17,1,115.27
1155,A-08,3,92.59
1156,A-01,1,37.15
1156,A-07,1,115.5
1157,A-05,2,73.75
1157,A-20,1,114.13
1157,A-13,1,79.0
1157,A-20,2,120.62
1157,A-06,1,14.44
1158,A-19,1,107.14
1159,A-15,2,99.29
1159,A-03,1,25.42
1159,A-20,1,123.76
1159,A-05,1,74.79
1159,A-08,1,90.82
1160,A-18,3,19.73
1160,A-13,1,78.84
1161,A-16,1,36.04
1161,A-09,1,72.25
1161,A-10,1,99.9
1161,A-18,2,17.78
1161,A-17,1,105.68
1162,A-14,1,99.08
1162,A-20,2,120.45
1163,A-07,1,111.14
1164,A-01,2,39.68
1165,A-05,1,73.98
1165,A-02,3,20.99
1165,A-20,2,117.48
1166,A-17,1,106.24
1166,A-16,1,37.97
1166,A-07,3,108.32
1166,A-16,1,35.8
1166,A-03,1,21.31
1167,A-06,1,15.25
1167,A-03,2,20.82
1167,A-20,2,124.99
1167,A-06,2,14.96
1168,A-10,1,98.91
1168,A-17,1,112.99
1168,A-14,2,101.03
1169,A-14,2,91.13
1169,A-18,1,18.66
1170,A-19,1,105.99
1170,A-03,1,22.57
1171,A-12,1,60.28
1171,A-15,1,99.67
1171,A-11,1,13.92
1172,A-06,1,12.95
1172,A-19,1,103.86
1173,A-14,1,101.74
1173,A-10,2,103.82
1174,A-07,2,121.0
1174,A-14,1,99.47
1174,A-11,1,14.62
1174,A-07,1,108.42
1174,A-10,1,98.13
1175,A-19,1,101.41
1176,A-17,1,116.64
1176,A-17,2,106.93
1176,A-11,2,15.4
1177,A-17,1,110.77
1177,A-07,1,112.22
1177,A-14,1,100.24
1177,A-12,3,59.79
1177,A-17,1,109.96
1178,A-12,1,60.5
1178,A-12,1,58.45
1179,A-11,1,16.63
1179,A-10,2,97.8
1180,A-08,2,88.48
1180,A-10,2,99.37
1181,A-05,1,72.38
1181,A-02,1,20.8
1182,A-18,1,21.09
1182,A-06,1,14.0
1182,A-04,1,54.77
1182,A-10,1,97.22
1182,A-18,1,16.55
1183,A-07,2,115.04
1183,A-14,1,104.56
1183,A-02,2,20.83
1183,A-10,1,100.99
1183,A-19,1,109.12
1184,A-15,1,88.85
1184,A-14,2,100.31
1184,A-01,3,40.92
1184,A-16,1,38.33
1185,A-09,1,69.42
1185,A-15,1,100.09
1186,A-01,2,40.64
1186,A-15,1,94.64
1186,A-06,1,13.36
1186,A-12,1,59.99
1186,A-08,1,89.23
1187,A-03,3,20.8
1188,A-14,2,103.42
1188,A-11,1,12.63
1189,A-08,2,92.98
1189,A-02,1,20.13
1189,A-15,1,98.35
1189,A-12,1,56.54
1189,A-17,1,115.29
1190,A-13,1,77.19
1190,A-01,1,39.93
1190,A-20,1,119.15
1191,A-14,1,109.67
1191,A-07,1,114.23
1192,A-03,2,22.76
1192,A-13,1,77.06
1192,A-20,3,115.52
1192,A-06,1,13.44
1193,A-16,3,36.89
1193,A-08,2,89.04
1194,A-12,1,58.66
1195,A-18,2,17.45
1195,A-15,2,98.68
1195,A-08,2,93.85
1195,A-15,3,96.64
1195,A-01,2,40.15
1196,A-19,1,113.23
1197,A-13,2,81.84
1197,A-07,2,109.9
1197,A-05,1,73.11
1198,A-16,1,35.19
1198,A-08,1,92.88
1198,A-10,3,104.31
1199,A-08,1,94.43
1199,A-06,1,13.69
1199,A-06,1,11.42
1200,A-07,2,108.81
1201,A-12,1,61.52
1201,A-11,1,11.58
1202,A-18,1,18.09
1202,A-16,1,36.83
1202,A-08,2,93.16
1202,A-20,2,116.21
1202,A-11,2,12.74
1203,A-19,1,108.34
1203,A-14,3,98.09
1203,A-07,1,112.96
1203,A-05,2,74.88
1204,A-03,1,22.0
1205,A-02,2,21.47
1205,A-17,2,115.44
1205,A-12,2,57.48
1205,A-12,2,58.42
1206,A-11,2,17.3
1206,A-06,2,15.24
1207,A-08,1,94.17
1208,A-18,3,20.69
1208,A-19,1,105.46
1208,A-19,2,100.08
1209,A-17,1,110.7
1210,A-17,3,107.57
1211,A-20,1,115.7
1211,A-07,1,113.0
1211,A-10,2,100.72
1211,A-17,2,113.53
1211,A-07,2,114.38
1212,A-13,2,78.51
1212,A-02,1,22.36
1212,A-07,2,112.93
1212,A-15,2,97.74
1212,A-11,1,15.58
1213,A-05,1,73.23
1213,A-02,2,21.18
1213,A-09,2,77.41
1213,A-11,1,12.94
1213,A-06,2,12.97
1214,A-19,1,105.61
1215,A-11,1,11.4
1215,A-01,1,38.86
1216,A-14,1,102.19
1217,A-02,1,20.96
1218,A-04,2,56.78
1218,A-04,1,53.48
1218,A-06,1,14.93
1218,A-20,3,112.92
1218,A-13,2,77.08
1219,A-19,2,103.81
1219,A-01,1,37.7
1219,A-02,1,24.1
1220,A-05,1,73.0
1221,A-15,2,99.2
1221,A-19,1,104.59
1221,A-17,2,111.47
1222,A-08,1,87.13
1223,A-02,1,23.34
1223,A-10,1,99.74
1223,A-10,2,101.47
1224,A-13,1,78.14
1224,A-05,1,72.38
1225,A-15,1,103.48
1225,A-08,2,88.88
1225,A-19,1,107.54
1225,A-16,1,38.3
1225,A-06,2,12.69
1226,A-13,1,76.86
1227,A-09,1,70.08
1227,A-09,1,74.01
1228,A-11,2,14.68
1228,A-15,2,96.99
1228,A-13,1,76.53
1229,A-08,1,94.09
1229,A-20,1,113.81
1230,A-01,2,38.48
1230,A-02,1,20.53
1230,A-01,1,40.55
1231,A-20,1,117.58
1231,A-18,1,21.13
1231,A-01,1,39.94
1231,A-01,2,38.53
1232,A-11,1,12.01
1232,A-05,1,70.72
1232,A-17,1,111.02
1233,A-10,1,102.25
1233,A-19,1,100.83
1234,A-09,2,70.48
1234,A-02,1,20.32
1234,A-14,1,98.08
1234,A-17,1,108.28
1235,A-11,1,13.75
1235,A-07,1,107.96
1236,A-16,2,36.34
1236,A-01,1,37.87
1236,A-19,1,106.24
1236,A-05,1,70.17
1236,A-07,2,112.3
1237,A-05,1,75.89
1237,A-04,1,55.12
1237,A-13,3,76.26
1237,A-13,3,77.97
1238,A-05,1,69.5
1239,A-09,1,73.63
1239,A-06,1,13.82
1239,A-02,1,21.05
1239,A-09,2,73.41
1240,A-04,1,54.27
1240,A-16,2,37.05
1241,A-08,1,90.33
1241,A-06,1,12.69
1241,A-10,1,101.04
1242,A-01,2,36.08
1242,A-15,1,99.19
1242,A-04,1,55.29
1242,A-20,1,114.33
1242,A-10,1,105.86
1243,A-17,1,117.14
1243,A-15,1,98.16
1243,A-09,1,70.9
1244,A-11,2,12.58
1245,A-04,1,54.66
1245,A-03,3,21.63
1245,A-09,1,73.63
1245,A-12,2,61.07
1246,A-15,1,94.67
1246,A-12,1,60.4
1246,A-08,1,89.86
1246,A-10,1,105.06
1246,A-14,2,102.3
1247,A-14,1,96.3
1248,A-06,1,11.0
1248,A-14,2,97.64
1248,A-04,1,55.15
1248,A-15,2,91.45
1248,A-16,2,35.95
1249,A-10,1,97.32
1249,A-09,1,74.94
1250,A-13,1,77.94
1251,A-08,1,89.85
1251,A-09,1,76.56
1252,A-09,1,72.17
1252,A-01,2,37.61
1252,A-09,1,71.6
1252,A-10,1,99.76
1252,A-04,2,50.82
1253,A-08,2,87.06
1253,A-10,2,108.6
1254,A-08,1,93.74
1254,A-03,2,21.5
1254,A-03,1,22.93
1254,A-12,1,59.73
1255,A-15,2,96.14
1255,A-14,1,106.37
1255,A-11,2,13.96
1256,A-20,2,117.35
1256,A-04,1,56.38
1256,A-11,2,12.77
1256,A-13,2,74.59
1257,A-17,1,113.34
1257,A-13,2,72.89
1257,A-13,2,77.41
1258,A-14,2,100.56
1259,A-13,2,76.1
1260,A-17,1,115.3
1260,A-11,2,11.02
1261,A-17,3,119.11
1261,A-19,2,103.39
1261,A-01,2,37.67
1262,A-14,1,99.68
1262,A-06,2,13.01
1263,A-20,2,114.83
1264,A-19,1,107.97
1265,A-02,1,21.59
1266,A-08,2,95.5
1266,A-16,1,35.31
1266,A-16,2,35.28
1266,A-13,2,72.2
1266,A-20,2,119.19
1267,A-17,2,109.18
1267,A-05,1,75.71
1267,A-07,1,111.5
1268,A-05,1,73.54
1268,A-03,2,20.34
1268,A-09,1,71.98
1268,A-09,2,71.06
1269,A-01,2,37.99
1269,A-18,2,19.05
1269,A-19,1,103.71
1269,A-09,1,74.16
1270,A-12,1,59.1
1270,A-11,1,15.19
1270,A-12,1,60.25
1270,A-18,2,18.53
1270,A-12,2,59.56
1271,A-05,1,71.09
1271,A-09,1,71.1
1271,A-03,2,23.54
1271,A-19,2,105.74
1271,A-09,2,73.96
1272,A-15,1,95.22
1272,A-15,1,97.4
1272,A-19,1,105.09
1272,A-08,1,91.91
1272,A-02,1,18.73
1273,A-13,1,76.61
1273,A-11,3,16.66
1273,A-15,1,94.77
1274,A-10,1,95.93
1274,A-05,1,75.01
1274,A-18,1,20.03
1274,A-15,1,94.17
1275,A-03,2,20.76
1275,A-18,1,17.49
1275,A-11,2,14.63
1275,A-15,1,94.01
1275,A-20,2,113.91
1276,A-16,1,37.1
1277,A-18,2,18.82
1278,A-11,1,11.55
1278,A-13,2,78.28
1279,A-02,1,20.79
1279,A-03,1,23.99
1279,A-15,1,91.38
1279,A-06,1,14.76
1280,A-11,1,16.08
1280,A-15,1,93.37
1280,A-06,1,16.62
1281,A-09,1,72.23
1281,A-06,2,11.84
1281,A-14,1,99.12
1282,A-13,2,78.02
1282,A-14,1,95.52
1283,A-13,1,77.48
1283,A-04,1,58.87
1283,A-10,1,100.41
1283,A-03,1,20.44
1284,A-04,2,54.8
1284,A-09,2,72.14
1284,A-05,1,74.62
1285,A-06,2,14.14
1285,A-14,1,94.65
1286,A-20,1,116.9
1286,A-07,1,107.13
1286,A-02,1,24.07
1287,A-07,1,114.83
1287,A-15,1,95.52
1287,A-15,1,98.32
1287,A-14,1,98.01
1288,A-10,2,100.6
1288,A-09,1,72.65
1288,A-03,1,20.87
1288,A-14,1,102.88
1289,A-01,2,39.68
1289,A-04,2,55.51
1290,A-17,3,112.31
1290,A-04,3,56.41
1291,A-05,1,72.29
1291,A-15,2,95.7
1291,A-18,1,18.46
1291,A-20,2,116.92
1291,A-14,2,103.41
1292,A-17,2,113.46
1293,A-05,1,74.87
1293,A-06,3,14.2
1293,A-01,1,37.23
1293,A-01,1,38.79
1294,A-17,1,109.66
1294,A-17,2,104.75
1294,A-12,1,58.93
1294,A-20,1,114.01
1295,A-06,1,15.57
1295,A-16,2,37.69
1295,A-02,1,19.44
1295,A-01,1,39.97
1296,A-12,1,61.21
1296,A-14,1,102.86
1296,A-09,1,69.69
1296,A-13,2,81.17
1296,A-03,1,21.14
1297,A-11,2,17.23
1297,A-03,1,23.59
1297,A-09,1,70.37
1297,A-06,2,15.07
1297,A-11,2,13.05
1298,A-04,1,53.3
1298,A-11,1,18.27
1298,A-05,1,72.99
1298,A-02,2,23.15
1299,A-10,1,104.61
1299,A-13,1,81.08
1299,A-17,1,107.41
1300,A-08,1,90.2
1300,A-18,1,16.79
1300,A-02,1,21.74
1300,A-18,1,21.34
1300,A-18,1,17.65
1301,A-17,1,115.99
1301,A-12,1,57.64
1302,A-03,1,21.53
1302,A-17,1,113.0
1302,A-07,1,117.49
1302,A-04,1,53.31
1303,A-04,1,55.8
1303,A-20,1,121.01
1303,A-19,1,109.53
1303,A-04,1,53.84
1303,A-15,1,93.39
1304,A-03,1,21.44
1304,A-05,1,72.65
1304,A-19,1,106.78
1305,A-09,1,70.48
1305,A-04,1,52.06
1305,A-05,1,72.51
1306,A-15,1,96.09
1307,A-14,1,103.54
1307,A-12,2,60.45
1307,A-16,2,37.37
1308,A-05,1,73.58
1309,A-13,2,80.0
1310,A-09,1,70.52
1310,A-13,1,76.56
1311,A-13,3,78.46
1311,A-01,1,40.27
1311,A-02,1,22.21
1311,A-01,1,37.1
1311,A-05,2,73.25
1312,A-02,2,22.32
1312,A-05,1,71.01
1312,A-01,2,40.33
1312,A-05,1,72.27
1313,A-18,2,18.34
1313,A-20,1,117.02
1313,A-10,1,93.31
1313,A-12,2,62.04
1313,A-01,1,36.71
1314,A-13,1,75.73
1315,A-15,1,90.93
1316,A-07,1,114.35
1317,A-01,1,39.65
1318,A-10,1,97.65
1318,A-09,1,72.96
1318,A-10,1,100.57
1318,A-06,1,16.01
1319,A-01,1,39.69
1320,A-05,1,70.23
1320,A-07,1,116.44
1320,A-01,1,38.37
1321,A-02,1,19.95
1321,A-19,1,109.0
1321,A-20,1,116.59
1321,A-20,1,119.32
1322,A-16,1,38.28
1323,A-17,1,117.22
1323,A-12,2,58.41
1323,A-13,1,77.56
1324,A-16,3,35.36
1324,A-18,1,20.08
1324,A-17,2,117.11
1324,A-18,1,17.47
1324,A-01,1,37.41
1325,A-16,1,35.91
1325,A-06,1,15.92
1325,A-16,1,36.58
1326,A-03,2,25.69
1327,A-09,1,72.88
1327,A-09,1,72.53
1327,A-18,2,18.43
1327,A-18,2,20.72
1328,A-16,1,37.07
1328,A-09,1,74.33
1328,A-02,1,18.96
1328,A-05,1,75.31
1328,A-17,2,115.98
1329,A-09,1,72.26
1329,A-07,2,113.16
1329,A-05,2,76.72
1329,A-05,1,72.47
1329,A-17,1,115.74
1330,A-05,1,73.55
1331,A-03,1,21.06
1331,A-07,2,112.92
1331,A-04,2,52.92
1332,A-10,2,96.98
1333,A-03,2,21.17
1333,A-04,2,57.62
1333,A-11,1,15.33
1334,A-07,1,117.39
1334,A-20,1,114.28
1334,A-19,1,99.69
1334,A-15,1,92.84
1335,A-13,1,78.47
1335,A-19,2,105.12
1335,A-18,2,17.99
1335,A-19,1,102.02
1335,A-01,1,39.21
1336,A-02,2,22.56
1336,A-16,2,40.99
1337,A-05,1,76.4
1337,A-19,2,104.92
1337,A-18,1,22.12
1337,A-09,3,74.03
1338,A-06,1,13.13
1338,A-18,1,19.62
1339,A-07,1,113.16
1339,A-17,2,119.37
1339,A-18,1,17.54
1339,A-19,1,101.71
1340,A-05,2,67.25
1340,A-07,1,116.98
1340,A-14,2,93.86
1341,A-01,2,38.86
1341,A-19,2,104.09
1341,A-01,1,38.16
1341,A-04,1,53.59
1341,A-10,1,99.23
1342,A-18,1,19.06
1342,A-12,1,58.19
1342,A-03,1,22.64
1342,A-07,1,116.01
1343,A-02,1,20.95
1344,A-03,1,24.99
1344,A-11,1,12.21
1344,A-12,2,59.13
1344,A-04,1,58.45
1345,A-14,1,97.47
1346,A-13,1,78.43
1346,A-03,2,24.17
1346,A-11,1,15.84
1347,A-08,1,88.87
1347,A-19,1,104.02
1347,A-11,1,13.65
1347,A-05,1,70.25
1348,A-10,1,103.35
