order_id,customer_id,order_ts,currency,total_amount
1190,187,2023-05-02T03:23:35,EUR,236.27
1191,115,2023-02-04T08:00:22,EUR,223.9
1192,238,2023-02-12T22:10:54,EUR,482.58
1193,237,2024-05-07T17:55:05,EUR,288.75
1194,38,2023-03-09T23:12:34,EUR,58.66
1195,115,2024-07-06T17:41:19,EUR,790.18
1196,217,2025-07-16T08:31:50,EUR,113.23
1197,229,2023-03-14T19:55:18,EUR,456.59
1198,185,2025-01-15T12:32:25,EUR,441.0
1199,126,2024-12-20T03:06:00,EUR,119.54
1200,145,2023-09-17T11:38:00,EUR,217.62
1201,68,2024-07-18T10:12:25,EUR,73.1
1202,67,2024-06-22T11:12:17,EUR,499.14
1203,111,2023-10-19T03:07:26,EUR,665.33
1204,214,2023-04-08T08:38:03,EUR,22.0
1205,83,2023-07-07T12:55:05,EUR,505.62
1206,169,2025-08-19T00:19:17,EUR,65.08
1207,180,2024-11-17T06:16:31,EUR,94.17
1208,226,2024-09-05T18:13:11,EUR,367.69
1209,59,2025-06-02T02:46:04,EUR,110.7
1210,198,2024-08-20T18:09:40,EUR,322.71
1211,121,2025-07-07T11:40:16,EUR,885.96
1212,181,2024-02-04T07:07:01,EUR,616.3
1213,21,2025-08-05T11:13:51,EUR,309.29
1214,4,2023-12-18T07:53:01,EUR,105.61
1215,75,2023-07-11T03:27:57,EUR,50.26
1216,94,2025-05-01T05:15:10,EUR,102.19
1217,152,2025-05-31T13:11:18,EUR,20.96
1218,131,2025-06-25T20:07:58,EUR,674.89
1219,40,2024-04-15T07:57:24,EUR,269.42
1220,36,2025-06-28T03:30:38,EUR,73.0
1221,6,2024-11-02T00:14:11,EUR,525.93
1222,220,2024-07-08T01:13:46,EUR,87.13
1223,4,2023-09-21T11:09:02,EUR,326.02
1224,134,2023-11-11T00:40:21,EUR,150.52
1225,113,2024-12-28T15:19:19,EUR,452.46
1226,230,2024-09-08T01:41:06,EUR,76.86
1227,62,2023-07-08T05:44:42,EUR,144.09
1228,136,2024-01-27T04:39:53,EUR,299.87
1229,179,2025-08-26T23:58:35,EUR,207.9
1230,133,2024-07-09T17:20:53,EUR,138.04
1231,68,2025-08-11T18:18:58,EUR,255.71
1232,212,2024-01-14T07:31:44,EUR,193.75
1233,20,2025-04-18T14:44:41,EUR,203.08
1234,142,2024-01-02T21:21:03,EUR,367.64
1235,38,2025-07-20T11:33:56,EUR,121.71
1236,126,2024-09-07T21:57:55,EUR,511.56
1237,77,2023-03-08T14:00:10,EUR,593.7
1238,3,2025-04-13T12:58:31,EUR,69.5
1239,10,2025-05-12T15:04:36,EUR,255.32
1240,151,2025-05-28T11:29:13,EUR,128.37
1241,172,2024-12-08T09:36:01,EUR,204.06
1242,13,2023-08-19T16:30:56,EUR,446.83
1243,63,2023-05-15T18:13:28,EUR,286.2
1244,17,2023-04-04T21:21:14,EUR,25.16
1245,143,2023-05-21T11:46:31,EUR,315.32
1246,38,2023-10-05T22:13:10,EUR,554.59
1247,163,2023-09-12T10:20:13,EUR,96.3
1248,95,2023-12-13T20:25:40,EUR,516.23
1249,62,2023-04-23T18:10:57,EUR,172.26
1250,78,2024-08-25T08:42:31,EUR,77.94
1251,203,2023-02-11T18:42:16,EUR,166.41
1252,162,2023-07-30T04:53:54,EUR,420.39
1253,35,2023-05-22T12:04:15,EUR,391.32
1254,150,2025-04-17T08:26:35,EUR,219.4
1255,64,2023-01-14T03:32:44,EUR,326.57
1256,72,2025-02-06T13:41:30,EUR,465.8
1257,105,2023-01-25T22:49:08,EUR,413.94
1258,14,2025-06-28T01:24:11,EUR,201.12
1259,30,2024-09-19T23:22:10,EUR,152.2
1260,213,2023-04-14T03:14:12,EUR,137.34
1261,83,2024-03-20T18:27:06,EUR,639.45
1262,78,2023-03-22T08:07:25,EUR,125.7
1263,132,2023-07-03T18:11:36,EUR,229.66
1264,237,2025-05-17T04:49:28,EUR,107.97
1265,146,2023-07-23T18:49:11,EUR,21.59
1266,72,2023-03-23T06:31:02,EUR,679.65
1267,104,2023-04-07T15:47:25,EUR,405.57
1268,32,2024-02-29T01:56:48,EUR,328.32
1269,23,2023-03-03T20:57:34,EUR,291.95
1270,143,2025-01-14T23:18:56,EUR,290.72
1271,153,2024-07-31T06:11:28,EUR,548.67
1272,225,2025-03-30T07:55:26,EUR,408.35
1273,247,2023-01-31T04:44:49,EUR,221.36
1274,206,2023-07-24T18:17:24,EUR,285.14
1275,104,2024-05-25T19:00:55,EUR,410.1
1276,179,2024-07-30T14:31:02,EUR,37.1
1277,179,2023-04-26T22:19:49,EUR,37.64
1278,67,2023-05-15T14:49:42,EUR,168.11
1279,179,2023-11-06T01:53:45,EUR,150.92
1280,192,2024-06-05T00:01:55,EUR,126.07
1281,15,2023-06-30T09:42:06,EUR,195.03
1282,157,2023-04-20T21:56:03,EUR,251.56
1283,222,2025-07-28T03:43:34,EUR,257.2
1284,155,2024-01-01T05:33:23,EUR,328.5
1285,157,2023-04-30T11:02:16,EUR,122.93
1286,97,2025-08-26T09:06:04,EUR,248.1
1287,229,2025-06-20T03:31:44,EUR,406.68
1288,196,2024-01-03T08:14:13,EUR,397.6
1289,66,2024-09-11T07:47:21,EUR,190.38
1290,5,2023-03-29T18:29:14,EUR,506.16
1291,74,2024-03-31T15:29:57,EUR,722.81
1292,38,2023-09-18T01:14:52,EUR,226.92
1293,159,2023-07-09T23:18:06,EUR,193.49
1294,228,2025-08-27T08:40:12,EUR,492.1
1295,216,2024-05-22T10:28:03,EUR,150.36
1296,184,2023-04-24T18:06:06,EUR,417.24
1297,157,2024-03-04T00:53:27,EUR,184.66
1298,5,2025-05-25T06:33:00,EUR,190.86
1299,47,2023-05-15T11:23:47,EUR,293.1
1300,76,2023-03-05T22:53:53,EUR,167.72
1301,155,2025-03-13T16:52:46,EUR,173.63
1302,115,2023-11-17T13:17:38,EUR,305.33
1303,164,2024-07-24T09:32:19,EUR,433.57
1304,26,2023-03-31T10:21:30,EUR,200.87
1305,27,2023-04-07T17:39:16,EUR,195.05
1306,148,2023-04-20T09:22:17,EUR,96.09
1307,104,2024-03-03T13:22:13,EUR,299.18
1308,200,2025-05-12T07:36:54,EUR,73.58
1309,47,2023-11-29T01:05:29,EUR,160.0
1310,46,2023-10-06T11:56:09,EUR,147.08
1311,141,2024-12-02T17:16:23,EUR,481.46
1312,190,2023-12-17T04:32:17,EUR,268.58
1313,217,2023-10-27T00:48:32,EUR,407.8
1314,111,2024-01-01T03:37:11,EUR,75.73
1315,60,2024-02-25T16:20:59,EUR,90.93
1316,100,2024-09-13T09:42:07,EUR,114.35
1317,68,2024-03-15T04:07:32,EUR,39.65
1318,120,2024-11-16T10:09:31,EUR,287.19
1319,31,2024-10-06T11:54:33,EUR,39.69
1320,137,2025-06-07T20:28:37,EUR,225.04
1321,51,2025-05-29T14:03:08,EUR,364.86
1322,206,2025-08-18T07:52:53,EUR,38.28
1323,11,2024-10-25T02:29:42,EUR,311.6
1324,1,2025-08-26T18:08:45,EUR,415.26
1325,101,2025-03-10T21:33:08,EUR,88.41
1326,90,2024-12-26T08:47:52,EUR,51.38
1327,1,2025-07-25T10:40:54,EUR,223.71
1328,115,2024-12-04T02:55:10,EUR,437.63
1329,149,2023-08-03T00:54:06,EUR,640.23
1330,201,2025-06-17T18:02:49,EUR,73.55
1331,180,2023-11-22T02:23:52,EUR,352.74
1332,117,2024-05-10T16:30:17,EUR,193.96
1333,169,2024-02-15T08:06:11,EUR,172.91
1334,25,2024-11-07T08:07:38,EUR,424.2
1335,38,2023-05-10T01:08:17,EUR,465.92
1336,135,2023-06-09T05:34:09,EUR,127.1
1337,219,2025-07-21T03:06:09,EUR,530.45
1338,91,2025-01-01T15:11:12,EUR,32.75
1339,128,2023-10-19T01:04:42,EUR,471.15
1340,187,2025-01-12T15:31:55,EUR,439.2
1341,179,2025-01-22T05:07:36,EUR,476.88
1342,199,2024-04-05T11:34:11,EUR,215.9
1343,198,2023-05-11T16:42:28,EUR,20.95
1344,88,2025-07-15T19:02:08,EUR,213.91
1345,29,2025-06-18T04:14:54,EUR,97.47
1346,235,2023-12-28T02:38:13,EUR,142.61
1347,154,2024-10-12T22:18:03,EUR,276.79
1348,114,2023-12-29T06:10:28,EUR,224.4
1349,49,2023-12-04T14:21:04,EUR,133.56
1350,84,2024-02-21T06:43:01,EUR,191.93
1351,86,2023-07-09T21:06:06,EUR,263.39
1352,189,2023-04-20T02:45:04,EUR,110.75
1353,71,2023-03-23T06:38:56,EUR,197.06
1354,224,2023-08-16T11:57:00,EUR,116.02
1355,222,2025-07-10T05:33:43,EUR,81.57
1356,211,2023-10-08T05:12:29,EUR,439.51
1357,32,2023-06-08T11:06:04,EUR,187.5
1358,49,2023-09-21T10:45:00,EUR,172.92
1359,221,2023-06-14T21:16:13,EUR,511.52
1360,144,2023-04-27T09:04:39,EUR,513.65
1361,19,2023-06-09T12:03:29,EUR,94.96
1362,1,2025-02-23T20:48:46,EUR,632.58
1363,242,2023-06-09T08:46:45,EUR,586.24
1364,220,2024-09-05T07:44:48,EUR,247.47
1365,114,2025-02-02T08:45:38,EUR,128.11
1366,63,2024-04-03T21:34:59,EUR,250.91
1367,129,2025-06-15T13:20:28,EUR,209.14
1368,55,2024-03-04T06:38:30,EUR,296.36
1369,131,2025-08-02T11:20:13,EUR,431.15
1370,162,2023-05-04T11:43:55,EUR,358.77
1371,225,2024-05-21T02:55:50,EUR,43.52
1372,220,2023-05-13T22:08:28,EUR,191.75
1373,8,2023-06-10T04:11:34,EUR,199.91
1374,67,2024-09-04T16:03:35,EUR,34.25
1375,215,2025-02-16T14:31:22,EUR,456.93
1376,72,2024-05-29T22:16:21,EUR,209.47
1377,249,2025-07-16T21:30:22,EUR,38.07
1378,229,2024-09-11T09:56:02,EUR,336.46
1379,97,2025-08-24T00:12:30,EUR,208.85
1380,8,2023-10-10T22:05:21,EUR,317.62
1381,35,2023-06-24T19:51:41,EUR,237.41
1382,32,2024-08-16T20:41:27,EUR,153.53
1383,46,2025-05-30T20:36:58,EUR,103.51
1384,144,2023-12-10T11:37:23,EUR,364.13
1385,165,2025-03-10T10:23:49,EUR,93.92
1386,213,2023-01-08T01:46:53,EUR,40.64
1387,223,2024-07-25T04:10:30,EUR,146.5
1388,176,2024-10-08T07:53:42,EUR,301.38
1389,74,2025-05-02T18:14:56,EUR,233.4
1390,151,2023-08-06T15:16:36,EUR,311.15
1391,147,2023-03-13T18:50:58,EUR,232.38
1392,36,2025-06-10T02:02:04,EUR,225.33
1393,188,2025-03-28T13:00:01,EUR,419.93
1394,2,2023-08-06T10:22:56,EUR,264.63
1395,47,2024-04-13T10:35:21,EUR,295.84
1396,130,2025-08-17T20:46:58,EUR,142.88
1397,215,2023-05-29T01:01:42,EUR,194.26
1398,140,2025-06-21T11:10:11,EUR,455.5
1399,5,2023-03-13T16:32:36,EUR,253.0
1400,166,2025-08-02T21:18:00,EUR,284.2
1401,226,2025-05-10T21:12:20,EUR,217.23
1402,172,2023-02-07T19:20:02,EUR,40.46
1403,244,2023-10-16T04:24:25,EUR,255.81
1404,86,2025-01-21T06:43:35,EUR,610.43
1405,81,2023-06-12T21:09:49,EUR,949.81
1406,120,2025-04-06T01:13:30,EUR,21.67
1407,238,2023-04-26T02:26:30,EUR,313.07
1408,128,2025-07-31T16:20:32,EUR,333.96
1409,114,2024-09-11T06:33:52,EUR,109.08
1410,14,2024-05-31T04:50:47,EUR,96.43
1411,194,2024-02-26T10:54:36,EUR,596.7
1412,25,2024-01-28T02:22:30,EUR,354.18
1413,201,2024-12-14T15:27:49,EUR,504.2
1414,22,2025-02-07T05:15:25,EUR,185.92
1415,4,2023-12-28T16:51:37,EUR,329.01
1416,186,2025-02-05T23:51:08,EUR,296.24
1417,98,2025-07-03T04:55:38,EUR,347.62
1418,70,2024-02-05T02:36:01,EUR,536.28
1419,128,2023-05-07T23:32:57,EUR,279.39
1420,100,2023-08-21T09:57:53,EUR,53.51
1421,17,2025-05-07T02:16:25,EUR,114.38
1422,76,2025-07-29T13:57:42,EUR,458.77
1423,117,2024-06-30T14:32:09,EUR,91.63
1424,86,2024-08-13T20:06:44,EUR,94.98
1425,27,2025-03-31T03:21:02,EUR,652.28
1426,134,2024-10-29T20:04:42,EUR,114.71
1427,168,2023-02-06T07:42:25,EUR,67.14
1428,12,2024-02-07T13:21:48,EUR,110.37
1429,249,2025-08-08T12:34:14,EUR,313.26
1430,138,2024-02-10T17:34:36,EUR,99.37
1431,145,2024-09-14T09:34:17,EUR,50.34
1432,213,2024-02-09T13:38:35,EUR,129.49
1433,190,2025-07-29T09:42:17,EUR,339.16
1434,46,2025-02-20T05:53:03,EUR,248.04
1435,130,2024-05-13T18:16:27,EUR,326.37
1436,54,2025-08-16T14:15:06,EUR,301.81
1437,193,2024-04-12T09:08:51,EUR,479.39
1438,115,2023-10-13T19:40:12,EUR,534.46
1439,149,2024-01-06T00:43:19,EUR,193.32
1440,11,2024-08-15T16:21:19,EUR,71.96
1441,164,2023-01-15T17:01:36,EUR,408.89
1442,187,2025-02-27T23:41:26,EUR,579.93
1443,232,2023-07-14T02:24:34,EUR,293.44
1444,54,2023-12-29T21:42:57,EUR,303.67
1445,55,2024-01-04T21:47:26,EUR,381.04
1446,152,2024-05-12T03:59:17,EUR,718.84
1447,69,2025-01-15T21:35:51,EUR,471.0
1448,33,2024-03-03T03:35:10,EUR,372.82
1449,148,2023-10-14T12:34:26,EUR,241.68
1450,227,2023-05-13T02:56:16,EUR,64.41
1451,190,2025-05-31T16:14:50,EUR,493.25
1452,109,2023-09-30T18:36:49,EUR,58.31
1453,245,2023-02-01T12:04:24,EUR,235.65
1454,201,2024-01-23T06:01:11,EUR,307.94
1455,17,2023-11-22T06:45:20,EUR,417.49
1456,217,2025-05-16T05:29:32,EUR,405.42
1457,171,2023-08-14T11:43:35,EUR,114.85
1458,42,2024-10-29T18:40:34,EUR,265.23
1459,131,2025-01-28T20:15:45,EUR,469.56
1460,229,2023-04-27T06:59:55,EUR,395.36
1461,172,2023-09-19T04:02:45,EUR,565.26
1462,98,2024-04-09T11:31:23,EUR,95.76
1463,19,2023-04-15T05:17:24,EUR,362.04
1464,44,2024-07-03T23:21:30,EUR,250.2
1465,49,2024-08-10T12:10:36,EUR,217.5
1466,17,2024-09-25T04:15:05,EUR,408.66
1467,57,2024-02-27T19:47:02,EUR,209.75
1468,241,2024-06-13T11:04:29,EUR,334.74
1469,80,2024-02-22T04:32:18,EUR,124.94
1470,8,2024-11-24T10:15:58,EUR,176.26
1471,149,2024-03-25T04:10:56,EUR,678.88
1472,215,2023-09-24T02:45:56,EUR,623.17
1473,118,2024-08-31T00:50:23,EUR,471.18
1474,198,2024-08-10T21:55:19,EUR,277.89
1475,25,2023-05-03T06:13:34,EUR,598.56
1476,59,2025-07-29T10:04:09,EUR,476.59
1477,233,2023-11-23T01:35:40,EUR,396.12
1478,26,2024-02-11T11:19:10,EUR,211.88
1479,32,2025-06-17T12:31:05,EUR,224.3
1480,16,2025-08-02T09:52:06,EUR,161.44
1481,145,2023-09-28T16:24:52,EUR,261.5
1482,86,2024-04-04T05:43:21,EUR,246.48
1483,135,2023-05-15T00:25:49,EUR,573.43
1484,79,2024-05-08T03:20:20,EUR,521.27
1485,7,2025-03-11T06:51:52,EUR,126.3
1486,115,2025-06-21T01:15:27,EUR,482.53
1487,72,2023-04-25T17:50:41,EUR,148.02
1488,59,2023-12-03T08:44:06,EUR,231.24
1489,221,2023-09-29T15:03:45,EUR,200.69
1490,223,2025-06-28T07:59:25,EUR,89.43
1491,116,2023-02-09T17:43:02,EUR,92.55
1492,227,2023-11-25T02:40:17,EUR,11.95
1493,187,2025-03-27T00:25:13,EUR,73.96
1494,103,2023-10-14T05:07:28,EUR,214.52
1495,14,2023-05-06T06:20:14,EUR,140.74
1496,152,2024-07-13T16:18:42,EUR,145.84
1497,108,2024-09-04T00:39:08,EUR,99.66
1498,98,2024-05-12T00:29:54,EUR,163.69
1499,37,2023-06-25T14:02:01,EUR,203.96
1500,183,2023-05-22T23:44:43,EUR,196.08
1501,39,2023-05-19T16:59:58,EUR,142.11
1502,120,2024-02-14T16:14:40,EUR,413.96
1503,4,2024-04-15T21:55:40,EUR,325.36
1504,214,2023-11-07T19:31:36,EUR,376.55
1505,141,2023-02-14T07:27:13,EUR,550.25
1506,161,2024-06-29T16:57:51,EUR,183.73
1507,237,2023-03-24T18:52:27,EUR,303.15
1508,126,2024-07-13T13:01:53,EUR,392.08
1509,55,2023-01-12T19:22:34,EUR,190.58
1510,247,2024-03-21T14:20:01,EUR,679.88
1511,160,2025-05-21T13:57:54,EUR,103.38
1512,123,2024-04-16T12:33:49,EUR,116.25
1513,244,2025-05-04T10:26:05,EUR,241.21
1514,241,2023-11-12T11:59:57,EUR,124.55
1515,245,2024-07-02T08:52:59,EUR,565.17
1516,185,2025-06-26T13:41:35,EUR,157.28
1517,184,2025-02-01T05:32:30,EUR,56.9
1518,121,2025-06-27T09:02:01,EUR,396.88
1519,158,2024-07-26T12:03:36,EUR,159.83
1520,103,2025-07-25T03:48:20,EUR,320.04
1521,65,2023-06-16T08:22:08,EUR,383.87
1522,3,2024-06-24T10:59:25,EUR,115.31
1523,120,2023-10-25T17:08:45,EUR,91.71
1524,242,2025-01-18T13:01:55,EUR,363.75
1525,146,2025-01-08T13:59:25,EUR,238.21
1526,37,2024-06-23T00:26:00,EUR,232.96
1527,176,2025-06-07T12:25:36,EUR,295.83
1528,181,2025-08-01T02:56:45,EUR,365.69
1529,207,2025-02-20T07:49:34,EUR,176.42
1530,49,2025-04-06T16:31:52,EUR,386.51
1531,88,2025-07-29T07:18:18,EUR,96.3
1532,250,2025-04-12T02:47:00,EUR,114.0
1533,61,2024-03-22T12:43:16,EUR,93.82
1534,171,2024-07-17T06:08:05,EUR,393.54
1535,39,2023-07-24T17:19:51,EUR,223.05
1536,63,2023-12-26T12:08:13,EUR,362.59
